"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1145.74","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1101.10","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1165.28","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1238.64","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1269.85","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1282.58","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1393.58","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1402.53","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1461.89","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1460.70","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1512.28","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1555.24","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1542.60","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1666.02","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1809.08","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1829.06","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1888.32","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1858.08","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1924.65","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Males","25 to 54 years","Current dollars","75","units","0","v1063665557","7.3.2.25.2.3","1964.75","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","829.28","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","786.20","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","775.16","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","770.43","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","780.42","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","827.31","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","813.06","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","818.91","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","940.54","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","877.47","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","946.43","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1039.36","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1022.57","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1042.39","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1034.76","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1049.89","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1061.58","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1024.07","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1327.04","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1154.99","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1204.51","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1151.38","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1161.50","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1161.51","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Males","25 to 54 years","Current dollars","75","units","0","v1063665569","7.3.2.26.2.3","1125.01","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","862.18","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","793.62","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","826.61","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","887.24","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","870.79","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","879.41","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","853.86","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","989.94","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","987.23","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1007.12","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1069.17","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","992.45","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1018.95","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1146.77","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1012.39","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1130.25","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1157.51","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1132.28","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1129.31","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1083.15","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1126.24","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1065.36","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1225.16","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1204.11","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Males","25 to 54 years","Current dollars","75","units","0","v1063665581","7.3.2.27.2.3","1348.67","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","949.80","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","848.96","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","835.95","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1025.26","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","978.76","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","953.49","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","946.34","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1135.19","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1053.86","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1214.57","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1117.55","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1012.28","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1053.94","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1294.13","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1145.92","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1278.02","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1155.98","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1242.99","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1113.74","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1015.47","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1356.34","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1026.47","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1168.00","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1331.30","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Males","25 to 54 years","Current dollars","75","units","0","v1063665593","7.3.2.28.2.3","1401.23","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","792.01","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","755.62","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","822.22","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","778.22","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","798.40","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","834.42","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","807.94","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","912.94","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","946.12","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","939.15","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1041.60","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","981.79","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1004.35","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1065.37","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","941.19","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1049.77","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1158.38","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1072.06","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1137.32","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1103.71","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1005.25","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1085.66","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1258.86","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1143.82","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Males","25 to 54 years","Current dollars","75","units","0","v1063665605","7.3.2.29.2.3","1318.12","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","627.29","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","633.62","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","630.57","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","684.75","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","719.66","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","703.56","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","718.65","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","707.36","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","751.13","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","750.93","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","770.67","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","791.31","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","813.66","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","816.38","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","817.04","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Males","25 to 54 years","Current dollars","75","units","0","v1063665617","7.3.2.30.2.3","820.99","","","","2"
