"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Paraprofessional occupations in legal, social, community and education services [42]","Females","25 to 54 years","Current dollars","75","units","0","v1063665549","7.3.2.24.3.3","937.01","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Paraprofessional occupations in legal, social, community and education services [42]","Females","25 to 54 years","Current dollars","75","units","0","v1063665549","7.3.2.24.3.3","927.05","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Paraprofessional occupations in legal, social, community and education services [42]","Females","25 to 54 years","Current dollars","75","units","0","v1063665549","7.3.2.24.3.3","988.83","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Paraprofessional occupations in legal, social, community and education services [42]","Females","25 to 54 years","Current dollars","75","units","0","v1063665549","7.3.2.24.3.3","952.90","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","844.93","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","887.72","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","907.13","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","926.96","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","976.38","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","927.27","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1028.12","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1007.65","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1063.50","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1193.43","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1173.19","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1207.91","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1248.54","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1221.16","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1284.57","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1245.95","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1360.87","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1424.07","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1573.73","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1681.24","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1623.51","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1732.31","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1820.62","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1876.18","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in front-line public protection services [43]","Females","25 to 54 years","Current dollars","75","units","0","v1063665561","7.3.2.25.3.3","1780.03","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","501.94","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","529.13","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","486.38","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","468.68","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","492.51","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","516.39","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","538.90","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","544.34","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","547.80","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","566.76","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","597.16","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","593.96","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","605.84","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","613.13","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","657.11","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","655.07","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","673.09","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","656.42","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","721.12","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","821.63","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","786.54","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","849.10","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","805.26","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","879.51","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Care providers and educational, legal and public protection support occupations [44]","Females","25 to 54 years","Current dollars","75","units","0","v1063665573","7.3.2.26.3.3","898.18","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","726.48","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","734.81","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","723.36","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","779.86","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","802.39","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","766.64","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","847.99","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","824.25","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","887.21","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","899.76","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","897.38","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","962.92","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","933.60","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","961.30","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","977.81","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","962.36","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","1014.34","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","1061.73","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","1057.78","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","994.67","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","1018.14","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","984.26","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","1037.23","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","1171.83","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Current dollars","75","units","0","v1063665585","7.3.2.27.3.3","1235.30","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","787.16","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","813.33","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","868.12","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","847.77","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","872.53","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","844.40","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","982.81","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","911.71","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1007.22","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1000.32","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","985.64","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1059.33","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1003.41","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1116.69","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1076.72","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1047.71","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1121.60","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1162.19","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1111.61","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1066.01","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1175.88","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1030.22","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1103.86","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1235.73","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1063665597","7.3.2.28.3.3","1330.73","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","665.14","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","672.83","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","603.40","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","718.95","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","742.23","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","723.37","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","720.14","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","758.04","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","821.68","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","820.05","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","828.56","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","894.85","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","882.75","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","872.50","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","920.07","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","901.54","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","948.39","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","988.68","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","1016.38","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","950.80","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","922.97","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","954.18","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","1005.70","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","1120.53","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1063665609","7.3.2.29.3.3","1174.69","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Current dollars","75","units","0","v1063665621","7.3.2.30.3.3","467.27","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Current dollars","75","units","0","v1063665621","7.3.2.30.3.3","475.91","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Current dollars","75","units","0","v1063665621","7.3.2.30.3.3","462.13","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Current dollars","75","units","0","v1063665621","7.3.2.30.3.3","486.94","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Current dollars","75","units","0","v1063665621","7.3.2.30.3.3","497.48","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Current dollars","75","units","0","v1063665621","7.3.2.30.3.3","513.56","","","","2"
